"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/30/2012","Papa John's Pizza","PAPA JOHNS #3893.COM 973-980-8815 NJ","12.69","debit","Fast Food","Rewards Card","",""
"7/30/2012","Bkofamerica ATM Withdrwl","BKOFAMERICA ATM 07/29 #000009835 WITHDRWL PARSIPPANY PARSIPPANY NJ","100.00","debit","Cash & ATM","Kalpan Checking","",""
"7/28/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","9.00","debit","Restaurants","Rewards Card","",""
"7/28/2012","Trustworthy Taxi Llc","TRUSTWORTHY TAXI, LLC MORRIS PLAINSNJ","30.00","debit","Rental Car & Taxi","Rewards Card","",""
"7/28/2012","Experian Freecreds Ca","EXPERIAN *FREECREDS 877-3002507 CA","12.95","debit","This month special","Rewards Card","",""
"7/28/2012","Avis","AVIS RENT A CAR TOLLS 866-6422000 NY","20.40","debit","Rental Car & Taxi","Rewards Card","",""
"7/27/2012","Shavers","SHAVER LAKE FUEL PARSI PARSIPPANY NJ","29.70","debit","Hair","Rewards Card","",""
"7/27/2012","Dollar Rent-A-Car","DOLLAR RENT A CAR (MMU MORRISTOWN NJ","9.31","credit","Rental Car & Taxi","Rewards Card","",""
"7/26/2012","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"7/26/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","7.00","debit","Restaurants","Rewards Card","",""
"7/26/2012","Subway","SUBWAY 00353466 BOONTON NJ","5.62","debit","Fast Food","Rewards Card","",""
"7/26/2012","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"7/26/2012","Sleepy's","SLEEPY`S BOONTON NJ","427.99","debit","Furnishings","Rewards Card","",""
"7/26/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"7/26/2012","Patel Brothers","PATEL BROTHERS OF PARSIPPANY NJ","54.83","debit","Groceries","Rewards Card","",""
"7/26/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"7/25/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","9.50","debit","Restaurants","Rewards Card","",""
"7/25/2012","Qdoba Mexican Grill","QDOBA #126 06801260 DENVILLE NJ","7.95","debit","Fast Food","Rewards Card","",""
"7/25/2012","New Dimension","NEW DIMENSION LIMO SER MORRIS PLAINSNJ","25.00","debit","Personal Care","Rewards Card","",""
"7/25/2012","Shop Rite","SHOPRITE PARSIPPANY S1 PARSIPPANY NJ","6.78","debit","Groceries","Rewards Card","",""
"7/25/2012","New Dimension","NEW DIMENSION LIMO SER MORRIS PLAINSNJ","25.00","debit","Personal Care","Rewards Card","",""
"7/25/2012","Qdoba Mexican Grill","QDOBA #126 06801260 DENVILLE NJ","7.95","debit","Fast Food","Rewards Card","",""
"7/25/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","9.50","debit","Restaurants","Rewards Card","",""
"7/25/2012","Shop Rite","SHOPRITE PARSIPPANY S1 PARSIPPANY NJ","6.78","debit","Groceries","Rewards Card","",""
"7/24/2012","Papa John's Pizza","PAPA JOHNS #3893.COM 973-980-8815 NJ","12.69","debit","Fast Food","Rewards Card","",""
"7/24/2012","Dollar Rent-A-Car","DOLLAR RENT A CAR (MMU MORRISTOWN NJ","200.00","debit","Rental Car & Taxi","Rewards Card","",""
"7/24/2012","Papa John's Pizza","PAPA JOHNS #3893.COM 973-980-8815 NJ","12.69","debit","Fast Food","Rewards Card","",""
"7/24/2012","Dollar Rent-A-Car","DOLLAR RENT A CAR (MMU MORRISTOWN NJ","200.00","debit","Rental Car & Taxi","Rewards Card","",""
"7/23/2012","Avis","AVIS RENT-A-CAR 1 BOSTON MA","884.94","debit","Rental Car & Taxi","Rewards Card","",""
"7/23/2012","Raceway","RACEWAY 2334 61050068 MORRIS PLAINSNJ","39.86","debit","Gas & Fuel","Rewards Card","",""
"7/23/2012","Avis","AVIS RENT-A-CAR 1 BOSTON MA","884.94","debit","Rental Car & Taxi","Rewards Card","",""
"7/23/2012","Raceway","RACEWAY 2334 61050068 MORRIS PLAINSNJ","39.86","debit","Gas & Fuel","Rewards Card","",""
"7/23/2012","Bkofamerica ATM Withdrwl","BKOFAMERICA ATM 07/22 #000007063 WITHDRWL PARSIPPANY PARSIPPANY NJ","40.00","debit","Cash & ATM","Kalpan Checking","",""
"7/21/2012","Wyndham Cafe","ARAMARK WYNDHAM WORLDW PARSIPPANY NJ","4.71","debit","Snacks and Drinks","Rewards Card","",""
"7/21/2012","Candlewood Suites","CANDLEWOOD SUITES PRSP MORRIS PLAINSNJ","614.10","debit","Hotel","Rewards Card","",""
"7/21/2012","Papa John's Pizza","PAPA JOHNS #3617.COM 973-672-7272 NJ","14.70","debit","Fast Food","Rewards Card","",""
"7/21/2012","Wyndham Cafe","ARAMARK WYNDHAM WORLDW","4.71","debit","Snacks and Drinks","Rewards Card","",""
"7/21/2012","Candlewood Suites","CANDLEWOOD SUITES PRSP","614.10","debit","Hotel","Rewards Card","",""
"7/21/2012","Papa John's Pizza","PAPA JOHNS #3617.COM","14.70","debit","Fast Food","Rewards Card","",""
"7/20/2012","FirstEnergy","FIRST ENERGY 800-550-9619 PA","79.95","debit","Utilities","Rewards Card","",""
"7/20/2012","Qdoba Mexican Grill","QDOBA #126 06801260 DENVILLE NJ","9.38","debit","Fast Food","Rewards Card","",""
"7/20/2012","Qdoba Mexican Grill","QDOBA #126 06801260","9.38","debit","Fast Food","Rewards Card","",""
"7/20/2012","FirstEnergy","FIRST ENERGY","79.95","debit","Utilities","Rewards Card","",""
"7/19/2012","Nj Tlr Cash","NJ TLR cash withdrawal from CHK 7360 Banking Ctr PARSIPPANY #0090045 NJ...","232.00","debit","Cash & ATM","Kalpan Checking","",""
"7/19/2012","Interest Earned","Interest Earned","0.09","credit","Interest Income","Kalpan Savings","",""
"7/19/2012","Wyndham Cafe","ARAMARK WYNDHAM WORLDW","4.01","debit","Snacks and Drinks","Rewards Card","",""
"7/18/2012","Barclays Bank Bill","BARCLAYS BANK DELAWARE Bill Payment","200.00","debit","Credit Card Payment","Kalpan Checking","",""
"7/18/2012","Verizon Wireless","VERIZON WIRELESS Bill Payment","116.00","debit","Mobile Phone","Kalpan Checking","",""
"7/18/2012","Subway","SUBWAY 00314377","11.24","debit","Fast Food","Rewards Card","",""
"7/17/2012","Prudential","NJ TLR cash withdrawal from CHK 7360 Banking Ctr PRUDENTIAL PLAZA #0090049...","1700.00","debit","Life Insurance","Kalpan Checking","",""
"7/17/2012","Chand Palace","CHAND PALACE","36.81","debit","Restaurants","Rewards Card","",""
"7/16/2012","Lemon Grass","LEMONGRASS VIET-THAI R","17.00","debit","Gift","Rewards Card","",""
"7/16/2012","Chipotle","CHIPOTLE 1275","12.50","debit","Restaurants","Rewards Card","",""
"7/13/2012","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:643037317682CTS INDN:BHATT,KALPAN...","2029.92","credit","Paycheck","Kalpan Checking","",""
"7/13/2012","Mac's","MAC'S CITGO SUPER SERV","39.19","debit","Shopping","Rewards Card","",""
"7/13/2012","Atlanta Bread Company","ATLANTA BREAD COMPANY","8.22","debit","Fast Food","Rewards Card","",""
"7/13/2012","Wyndham Cafe","ARAMARK WYNDHAM WORLDW","5.72","debit","Snacks and Drinks","Rewards Card","",""
"7/12/2012","Qdoba Mexican Grill","QDOBA #126 06801260","7.95","debit","Fast Food","Rewards Card","",""
"7/12/2012","Patel Brothers","PATEL BROTHERS OF","31.89","debit","Groceries","Rewards Card","",""
"7/11/2012","Stop & Shop","STOP & SHOP #893","42.64","debit","Groceries","Rewards Card","",""
"7/10/2012","Candlewood Suites","CANDLEWOOD SUITES PRSP C_PURCHASES","716.45","debit","Hotel","Rewards Card","",""
"7/09/2012","Chipotle","CHIPOTLE 1224 C_PURCHASES","10.27","debit","Restaurants","Rewards Card","",""
"7/09/2012","Chipotle","CHIPOTLE 1233 C_PURCHASES","9.50","debit","Restaurants","Rewards Card","",""
"7/09/2012","Subway","SUBWAY FENWAY C_PURCHASES","10.00","debit","Fast Food","Rewards Card","",""
"7/06/2012","Exxon","EXXONMOBIL 97458459 C_PURCHASES","6.18","debit","Gas & Fuel","Rewards Card","",""
"7/06/2012","Tommy Hilfiger","TOMMY HILFIGER #116 C_PURCHASES","38.97","debit","Clothing","Rewards Card","",""
"7/05/2012","Fragrance X","FRAGRANCE OUTLET #73 C_PURCHASES","121.02","debit","Personal Care","Rewards Card","",""
"7/05/2012","Van Heusen","VAN HEUSEN FCTY OUT #4 C_PURCHASES","45.08","debit","Clothing","Rewards Card","",""
"7/05/2012","Chipotle","CHIPOTLE 1224 C_PURCHASES","6.90","debit","Restaurants","Rewards Card","",""
"7/05/2012","Qdoba Mexican Grill","QDOBA MEXICAN GRILL 20 C_PURCHASES","7.69","debit","Fast Food","Rewards Card","",""
"7/03/2012","Bkofamerica ATM Withdrwl","BKOFAMERICA ATM 07/02 #000004353 WITHDRWL MARINO CENTER RE BOSTON MA","500.00","debit","Cash & ATM","Kalpan Checking","",""
"7/03/2012","Bkofamerica ATM Withdrwl","BKOFAMERICA ATM 07/02 #000004352 WITHDRWL MARINO CENTER RE BOSTON MA","500.00","debit","Cash & ATM","Kalpan Checking","",""
"7/03/2012","Barnes & Noble","BARNES & NOBLE #2115 C_PURCHASES","2.09","debit","Books","Rewards Card","",""
"7/02/2012","Boston Park Ave Rent","Online Banking transfer to CHK 1850 Conf# 3720105636; Gopani, Hardip","515.00","debit","Mortgage & Rent","Kalpan Checking","",""
"7/02/2012","BOFA CreditCard","BANK OF AMERICA CREDIT CARD Bill Payment","1560.69","debit","Transfer","Kalpan Checking","",""
"7/02/2012","BOFA Checking","PAYMENT C_PAYMENT","1560.69","credit","Transfer","Rewards Card","",""
"6/29/2012","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:402515131305CTS INDN:BHATT,KALPAN...","2007.32","credit","Paycheck","Kalpan Checking","",""
"6/29/2012","BOFA Savings","Online Banking transfer to Sav 2431 Confirmation# 4001477476","3000.00","debit","Transfer","Kalpan Checking","",""
"6/29/2012","BOFA Checking","Online Banking transfer from CHK 7360 Confirmation# 4001477476","3000.00","credit","Transfer","Kalpan Savings","",""
"6/27/2012","Qdoba Mexican Grill","QDOBA MEXICAN GRILL 20 C_PURCHASES","10.89","debit","Fast Food","Rewards Card","",""
"6/27/2012","Qdoba Mexican Grill","QDOBA MEXICAN GRILL 20 C_PURCHASES","10.89","debit","Fast Food","Rewards Card","",""
"6/27/2012","Qdoba Mexican Grill","QDOBA MEXICAN GRILL 20 C_PURCHASES","10.89","debit","Fast Food","Rewards Card","",""
"6/27/2012","Qdoba Mexican Grill","QDOBA MEXICAN GRILL 20 C_PURCHASES","10.89","debit","Fast Food","Rewards Card","",""
"6/26/2012","Interest Charged Purchases","Interest Charged on Purchases","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"6/26/2012","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"6/26/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"6/26/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"6/26/2012","Cognizant Techno Des","CTS US CORP DES:PAYROLL ID:335327 INDN:BHATT KALPAN KALPESHKU CO...","3446.99","credit","Paycheck","Kalpan Checking","",""
"6/25/2012","Transfer to BankAmericard Cash Rewards Signature Visa","BANK OF AMERICA CREDIT CARD Bill Payment","50.00","debit","Credit Card Payment","Kalpan Checking","",""
"6/25/2012","Bos Taxi Med","CHECKCARD 0623 BOS TAXI MED 1625 LONG ISLAND CNY 24164072175090203180782","10.00","debit","Rental Car & Taxi","Kalpan Checking","",""
"6/20/2012","Barclays Bank Bill","Barclays Bank Delaware Bill Payment","200.00","debit","Credit Card Payment","Kalpan Checking","",""
"6/19/2012","Transfer to BankAmericard Cash Rewards Signature Visa","Bank of America Credit Card Bill Payment","13.50","debit","Credit Card Payment","Kalpan Checking","",""
"6/07/2012","Verizon Wireless","Verizon Wireless Bill Payment","80.00","debit","Mobile Phone","Kalpan Checking","",""
"6/06/2012","Boston Park Ave Rent","Online Banking transfer to CHK 1850 Conf# 2900648782; Gopani, Hardip","612.00","debit","Mortgage & Rent","Kalpan Checking","","Boston Park Ave Rent"
"5/25/2012","Bkofamerica ATM Withdrwl","BKOFAMERICA ATM 05/25 #000004867 WITHDRWL HUNTINGTON AVENU BOSTON MA","20.00","debit","Cash & ATM","Kalpan Checking","",""
"5/25/2012","Bkofamerica ATM Withdrwl","BKOFAMERICA ATM 05/25 #000004851 WITHDRWL HUNTINGTON AVENU BOSTON MA","20.00","debit","Cash & ATM","Kalpan Checking","",""
"5/24/2012","Landings Rent","Online Banking transfer to CHK 3481 Conf# 0290218386; Sethi, Rahul","274.00","debit","Mortgage & Rent","Kalpan Checking","",""
"5/22/2012","Nj Tlr Cash","NJ TLR cash withdrawal from CHK 7360 Banking Ctr JOURNAL SQUARE #0093011 NJ...","20.00","debit","Cash & ATM","Kalpan Checking","",""
"5/22/2012","PATH Travel","METROCARD VALUE @ PA 71819427305/22METROCARD","4.00","debit","Public Transportation","Kalpan Checking","",""
"5/21/2012","Transfer to BankAmericard Cash Rewards Signature Visa","BANK OF AMERICA CREDIT CARD Bill Payment","30.00","debit","Credit Card Payment","Kalpan Checking","",""
"5/17/2012","Barclays Bank Bill","BARCLAYS BANK DELAWARE Bill Payment","25.00","debit","Credit Card Payment","Kalpan Checking","",""
"5/16/2012","Transfer to BankAmericard Cash Rewards Signature Visa","BANK OF AMERICA CREDIT CARD Bill Payment","42.00","debit","Credit Card Payment","Kalpan Checking","",""
"5/09/2012","Bos Taxi Med","CHECKCARD 0508 BOS TAXI MED 0079 LONG ISLAND CNY 24164072129090529375865","35.00","debit","Rental Car & Taxi","Kalpan Checking","",""
"4/25/2012","US Treasury","US TREASURY 312 DES: TAX REF ID:156239586 IRS INDN:BHATT, KALPAN CO...","1623.00","credit","Federal Tax Refund","Kalpan Checking","",""
"4/18/2012","Online Banking Confirmation","Online Banking payment to CRD 4041 Confirmation# 3879684027","136.34","debit","Credit Card Payment","Kalpan Checking","",""
"1/17/2012","ATM Withdrawal Terminal","ATM WITHDRAWAL          00719201/17TERMINAL","200.00","debit","Check","Kalpan Checking","",""
"12/12/2011","Dial91","DIAL91.COM 800-2199545 F 12/09DIAL91.CO","10.50","debit","Pets","Kalpan Checking","",""
"12/09/2011","Uscis Dallas Ccd","USCIS DALLAS LOC PAYMENT    9997 CCD ID: 7001010302","380.00","debit","Pets","Kalpan Checking","","OPT Extension Application Fees"
"12/05/2011","Transfer to Chase_Checking","ATM CASH DEPOSIT","800.00","credit","Pets","Kalpan Checking","",""
"11/07/2011","Landings Rent","CHECK 9996","450.00","debit","Pets","Kalpan Checking","",""
"11/07/2011","Chase Checking","ATM CASH DEPOSIT","440.00","credit","Pets","Kalpan Checking","",""
"10/17/2011","Landings Rent","CHECK 9992","450.00","debit","Pets","Kalpan Checking","",""
"10/11/2011","Transfer to Chase_Checking","ATM CASH DEPOSIT","460.00","credit","Pets","Kalpan Checking","",""
"9/19/2011","Landings Rent","CHECK 9995","450.00","debit","Pets","Kalpan Checking","",""
"9/15/2011","Transfer to Chase_Checking","ATM CASH DEPOSIT","460.00","credit","Pets","Kalpan Checking","",""
"8/26/2011","MagicJack","MAGICJACK.COM PHONE 561- 08/25MAGICJACK","20.91","debit","Pets","Kalpan Checking","",""
"8/15/2011","Dial91","DIAL91.COM 800-2199545 F 08/13DIAL91.CO","10.50","debit","Pets","Kalpan Checking","",""
"8/09/2011","Landings Rent","CHECK 9994","450.00","debit","Pets","Kalpan Checking","",""
"8/08/2011","Lunch @ Abbott Labs","ATM WITHDRAWAL          001236 08/076350 N MC","20.00","debit","Pets","Kalpan Checking","",""
"8/05/2011","Transfer from BOA_Checking","ATM CASH DEPOSIT","400.00","credit","Pets","Kalpan Checking","",""
"7/14/2011","Chase Cash Reward","$5 FOR PAPERLESS STATEMENTS","5.00","credit","Pets","Kalpan Checking","","For Paperless Statements"
"7/06/2011","Landings Rent","CHECK 9990","450.00","debit","Pets","Kalpan Checking","",""
"7/05/2011","Transfer from BOA_Checking","ATM CASH DEPOSIT","440.00","credit","Pets","Kalpan Checking","",""
"6/20/2011","Chipotle","CHIPOTLE 1186 WAUKEGAN I06/19CHIPOTLE","16.19","debit","Pets","Kalpan Checking","",""
"6/16/2011","Chipotle","CHIPOTLE 1186 WAUKEGAN I06/15CHIPOTLE","17.88","debit","Pets","Kalpan Checking","",""
"6/16/2011","Taco Bell","TACO BELL #21185 WAUKEGA06/14TACO BELL","13.12","debit","Pets","Kalpan Checking","",""
"6/15/2011","Desineeds","DESI NEEDS GURNEE IL06/14DESI NEED","45.53","debit","Pets","Kalpan Checking","",""
"6/13/2011","Landings Rent","CHECK 9991","450.00","debit","Pets","Kalpan Checking","",""
"6/02/2011","Rental Deposit","Chase QuickPay Electronic Transfer 2079478647 from BADALKUMAR SH","374.00","credit","Pets","Kalpan Checking","",""
"6/02/2011","Rental Deposit","Chase QuickPay Electronic Transfer 2079474994 from BADALKUMAR SH","1.00","credit","Pets","Kalpan Checking","",""
"5/26/2011","ATM Fee","NON-CHASE ATM WITHDRAW  00835705/261850 NORM","1.50","debit","Pets","Kalpan Checking","",""
"5/26/2011","Lunch @ Abbott Labs","NON-CHASE ATM WITHDRAW  00835705/261850 NORM","20.00","debit","Pets","Kalpan Checking","",""
"5/26/2011","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","Pets","Kalpan Checking","",""
"5/02/2011","Regal Cinemas","REGAL CINEMAS COMMER NEW04/29REGAL CIN","31.50","debit","Pets","Kalpan Checking","",""
"4/19/2011","Transfer to BankAmericard Cash Rewards Signature Visa","Online Payment 1085164428 To Bank of america credit card","17.85","debit","Pets","Kalpan Checking","",""
"4/19/2011","Tekseed Paycheck","ATM CHECK DEPOSIT","300.00","credit","Pets","Kalpan Checking","",""
"3/17/2011","Transfer to BankAmericard Cash Rewards Signature Visa","Online Payment 1058160324 To Bank of america credit card","500.00","debit","Pets","Kalpan Checking","",""
"3/17/2011","Dial91","DIAL91.COM 800-2199545 F03/15DIAL91.CO","10.50","debit","Pets","Kalpan Checking","",""
"3/16/2011","Njit Webcheck Web","NJIT             WEBCHECK   9162WEB ID: 226000910","110.00","debit","Pets","Kalpan Checking","","NJIT Graduation Fees"
"3/14/2011","Tekseed Paycheck","ATM CHECK DEPOSIT","300.00","credit","Pets","Kalpan Checking","",""
"3/14/2011","ATM Deposit","ATM CHECK DEPOSIT","300.00","credit","Income","Kalpan Checking","",""
"2/09/2011","28 Spruce St Rent","ATM WITHDRAWAL          00032002/092 JOURNAL","20.00","debit","Pets","Kalpan Checking","",""
"2/07/2011","ATM Withdrawal Us","ATM WITHDRAWAL          00674702/074190 US R","20.00","debit","Pets","Kalpan Checking","",""
"1/06/2011","PayPal","PAYPAL *NEXTLEVELTU 402-01/05PAYPAL *N","14.99","debit","Pets","Kalpan Checking","",""
"1/05/2011","Nextleveltu Ne","POS DEBIT PAYPAL *NEXTLEVELTU 4029357733 NE","14.99","debit","Pets","Kalpan Checking","",""
"12/29/2010","Njt Newark N","NJT NEWARK        0130 N12/28NJT NEWAR","6.00","debit","Pets","Kalpan Checking","",""
"12/28/2010","MTA","MTA MVM 34TH STREET/ 21212/26MTA MVM 3","8.00","debit","Pets","Kalpan Checking","",""
"12/28/2010","Jfk Tvm Jfk","JFK TVM JFK01 HOWARD BE12/26JFK TVM J","5.00","debit","Pets","Kalpan Checking","",""
"12/27/2010","Shell","SHELL OIL 5754358370 SIL12/25SHELL OIL","42.64","debit","Pets","Kalpan Checking","",""
"12/27/2010","Sunoco","SUNOCO 0001544603 PRINCE12/23SUNOCO 00","43.11","debit","Pets","Kalpan Checking","",""
"12/16/2010","Njt Nwk Penn","NJT NWK PENN NCS  0807 N12/15NJT NWK P","0.70","debit","Pets","Kalpan Checking","",""
"12/15/2010","Njt Nwk Penn","NJT NWK PENN NCS  0805 N12/14NJT NWK P","0.70","debit","Pets","Kalpan Checking","",""
"12/14/2010","Njt Nwk Penn","NJT NWK PENN NCS  0807 N12/13NJT NWK P","0.70","debit","Pets","Kalpan Checking","",""
"12/13/2010","Njt Nwk Penn","NJT NWK PENN NCS  0807 N12/10NJT NWK P","0.70","debit","Pets","Kalpan Checking","",""
"12/10/2010","PATH SmartLink Card","PATHTVM JOURNAL SQUA 21212/08PATHTVM J","13.00","debit","Pets","Kalpan Checking","",""
"12/09/2010","Chase Cash Reward","Chase NYC Commuter Cash Promotion Award","50.00","credit","Pets","Kalpan Checking","","Nyc Commuter"
"12/09/2010","Njt Nwk Penn","NJT NWK PENN NCS  0801 N12/08NJT NWK P","0.70","debit","Pets","Kalpan Checking","",""
"12/09/2010","TERM PAPER FILE","TERM PAPER FILE","2.50","debit","Basic Needs","Cash",""," "
"12/08/2010","T-Mobile","T-MOBILE.COM*PAYMENT 80012/07T-MOBILE.","40.80","debit","Pets","Kalpan Checking","",""
